,Day,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
0,11-09-2020,United Kingdom,2020-11-10 05:40:07,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
1,11-09-2020,United Kingdom,2020-11-10 05:40:07,32.3078,-64.7505,214,9,182.0,23.0,"Bermuda, United Kingdom",343.64813000818975,4.205607476635514
2,11-09-2020,United Kingdom,2020-11-10 05:40:07,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
3,11-09-2020,United Kingdom,2020-11-10 05:40:07,19.3133,-81.2546,250,1,236.0,13.0,"Cayman Islands, United Kingdom",380.40170419963476,0.4
4,11-09-2020,United Kingdom,2020-11-10 05:40:07,49.3723,-2.3644,951,48,766.0,137.0,"Channel Islands, United Kingdom",557.7745324019496,5.047318611987381
5,11-09-2020,United Kingdom,2020-11-10 05:40:07,52.3555,-1.1743,1034708,43366,0.0,991342.0,"England, United Kingdom",1848.4454384999606,4.191134117064912
6,11-09-2020,United Kingdom,2020-11-10 05:40:07,-51.7963,-59.5236,13,0,13.0,0.0,"Falkland Islands (Malvinas), United Kingdom",373.2414585127763,0.0
7,11-09-2020,United Kingdom,2020-11-10 05:40:07,36.1408,-5.3536,805,0,692.0,113.0,"Gibraltar, United Kingdom",2389.362144192811,0.0
8,11-09-2020,United Kingdom,2020-11-10 05:40:07,54.2361,-4.5481,357,25,329.0,3.0,"Isle of Man, United Kingdom",419.84194185718314,7.002801120448179
9,11-09-2020,United Kingdom,2020-11-10 05:40:07,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
10,11-09-2020,United Kingdom,2020-11-10 05:40:07,54.7877,-6.4923,43388,791,0.0,42597.0,"Northern Ireland, United Kingdom",2305.9098639455788,1.8230847238867889
11,11-09-2020,United Kingdom,2020-11-10 05:40:07,-7.9467,-14.3559,2,0,2.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
12,11-09-2020,United Kingdom,2020-11-10 05:40:07,56.4907,-4.2026,74355,3040,0.0,71315.0,"Scotland, United Kingdom",1360.9906100708365,4.088494385044719
13,11-09-2020,United Kingdom,2020-11-10 05:40:07,21.69400000000001,-71.7979,707,6,695.0,6.0,"Turks and Caicos Islands, United Kingdom",1826.0240714912961,0.8486562942008486
14,11-09-2020,United Kingdom,2020-11-10 05:40:07,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
15,11-09-2020,United Kingdom,2020-11-10 05:40:07,52.1307,-3.7837,60912,2041,0.0,58871.0,"Wales, United Kingdom",1940.7379086216786,3.35073548726031
16,11-10-2020,United Kingdom,2020-11-11 05:25:30,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
17,11-10-2020,United Kingdom,2020-11-11 05:25:30,32.3078,-64.7505,214,9,182.0,23.0,"Bermuda, United Kingdom",343.64813000818975,4.205607476635514
18,11-10-2020,United Kingdom,2020-11-11 05:25:30,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
19,11-10-2020,United Kingdom,2020-11-11 05:25:30,19.3133,-81.2546,253,1,236.0,16.0,"Cayman Islands, United Kingdom",384.96652465003035,0.3952569169960474
20,11-10-2020,United Kingdom,2020-11-11 05:25:30,49.3723,-2.3644,972,48,766.0,158.0,"Channel Islands, United Kingdom",570.0913201836961,4.938271604938271
21,11-10-2020,United Kingdom,2020-11-11 05:25:30,52.3555,-1.1743,1053330,43826,0.0,1009504.0,"England, United Kingdom",1881.7125543971474,4.160709369333446
22,11-10-2020,United Kingdom,2020-11-11 05:25:30,-51.7963,-59.5236,13,0,13.0,0.0,"Falkland Islands (Malvinas), United Kingdom",373.2414585127763,0.0
23,11-10-2020,United Kingdom,2020-11-11 05:25:30,36.1408,-5.3536,814,0,702.0,112.0,"Gibraltar, United Kingdom",2416.07550978006,0.0
24,11-10-2020,United Kingdom,2020-11-11 05:25:30,54.2361,-4.5481,359,25,329.0,5.0,"Isle of Man, United Kingdom",422.19399755386206,6.963788300835653
25,11-10-2020,United Kingdom,2020-11-11 05:25:30,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
26,11-10-2020,United Kingdom,2020-11-11 05:25:30,54.7877,-6.4923,43902,802,0.0,43100.0,"Northern Ireland, United Kingdom",2333.2270408163267,1.826796045738235
27,11-10-2020,United Kingdom,2020-11-11 05:25:30,-7.9467,-14.3559,2,0,2.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
28,11-10-2020,United Kingdom,2020-11-11 05:25:30,56.4907,-4.2026,75187,3079,0.0,72108.0,"Scotland, United Kingdom",1376.2195010341736,4.095122827084468
29,11-10-2020,United Kingdom,2020-11-11 05:25:30,21.69400000000001,-71.7979,711,6,695.0,10.0,"Turks and Caicos Islands, United Kingdom",1836.3551836355184,0.8438818565400844
30,11-10-2020,United Kingdom,2020-11-11 05:25:30,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
31,11-10-2020,United Kingdom,2020-11-11 05:25:30,52.1307,-3.7837,61356,2063,0.0,59293.0,"Wales, United Kingdom",1954.8843433377936,3.3623443510007167
32,11-11-2020,United Kingdom,2020-11-12 05:25:55,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
33,11-11-2020,United Kingdom,2020-11-12 05:25:55,32.3078,-64.7505,214,9,182.0,23.0,"Bermuda, United Kingdom",343.64813000818975,4.205607476635514
34,11-11-2020,United Kingdom,2020-11-12 05:25:55,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
35,11-11-2020,United Kingdom,2020-11-12 05:25:55,19.3133,-81.2546,253,1,236.0,16.0,"Cayman Islands, United Kingdom",384.96652465003035,0.3952569169960474
36,11-11-2020,United Kingdom,2020-11-12 05:25:55,49.3723,-2.3644,986,48,766.0,172.0,"Channel Islands, United Kingdom",578.3025120381938,4.8681541582150105
37,11-11-2020,United Kingdom,2020-11-12 05:25:55,52.3555,-1.1743,1073300,44304,0.0,1028996.0,"England, United Kingdom",1917.3877936016806,4.127830056834063
38,11-11-2020,United Kingdom,2020-11-12 05:25:55,-51.7963,-59.5236,14,0,13.0,1.0,"Falkland Islands (Malvinas), United Kingdom",401.95233993683604,0.0
39,11-11-2020,United Kingdom,2020-11-12 05:25:55,36.1408,-5.3536,842,1,712.0,129.0,"Gibraltar, United Kingdom",2499.183758273723,0.1187648456057007
40,11-11-2020,United Kingdom,2020-11-12 05:25:55,54.2361,-4.5481,361,25,329.0,7.0,"Isle of Man, United Kingdom",424.546053250541,6.9252077562326875
41,11-11-2020,United Kingdom,2020-11-12 05:25:55,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
42,11-11-2020,United Kingdom,2020-11-12 05:25:55,54.7877,-6.4923,44693,810,0.0,43883.0,"Northern Ireland, United Kingdom",2375.265731292517,1.81236435235943
43,11-11-2020,United Kingdom,2020-11-12 05:25:55,-7.9467,-14.3559,2,0,2.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
44,11-11-2020,United Kingdom,2020-11-12 05:25:55,56.4907,-4.2026,76448,3143,0.0,73305.0,"Scotland, United Kingdom",1399.3007889004816,4.1112913352867295
45,11-11-2020,United Kingdom,2020-11-12 05:25:55,21.69400000000001,-71.7979,716,6,695.0,15.0,"Turks and Caicos Islands, United Kingdom",1849.269073815796,0.8379888268156425
46,11-11-2020,United Kingdom,2020-11-12 05:25:55,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
47,11-11-2020,United Kingdom,2020-11-12 05:25:55,52.1307,-3.7837,62284,2108,0.0,60176.0,"Wales, United Kingdom",1984.4516663480533,3.3844968210134225
48,11-12-2020,United Kingdom,2020-11-13 05:25:30,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
49,11-12-2020,United Kingdom,2020-11-13 05:25:30,32.3078,-64.7505,220,9,188.0,23.0,"Bermuda, United Kingdom",353.2831243074848,4.090909090909091
50,11-12-2020,United Kingdom,2020-11-13 05:25:30,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
51,11-12-2020,United Kingdom,2020-11-13 05:25:30,19.3133,-81.2546,253,1,236.0,16.0,"Cayman Islands, United Kingdom",384.96652465003035,0.3952569169960474
52,11-12-2020,United Kingdom,2020-11-13 05:25:30,49.3723,-2.3644,1003,48,766.0,189.0,"Channel Islands, United Kingdom",588.2732450043695,4.7856430707876365
53,11-12-2020,United Kingdom,2020-11-13 05:25:30,52.3555,-1.1743,1104143,44773,0.0,1059370.0,"England, United Kingdom",1972.4870125694033,4.055000122266772
54,11-12-2020,United Kingdom,2020-11-13 05:25:30,-51.7963,-59.5236,14,0,13.0,1.0,"Falkland Islands (Malvinas), United Kingdom",401.95233993683604,0.0
55,11-12-2020,United Kingdom,2020-11-13 05:25:30,36.1408,-5.3536,864,1,719.0,144.0,"Gibraltar, United Kingdom",2564.4830963758873,0.11574074074074076
56,11-12-2020,United Kingdom,2020-11-13 05:25:30,54.2361,-4.5481,363,25,329.0,9.0,"Isle of Man, United Kingdom",426.89810894721984,6.887052341597795
57,11-12-2020,United Kingdom,2020-11-13 05:25:30,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
58,11-12-2020,United Kingdom,2020-11-13 05:25:30,54.7877,-6.4923,45241,825,0.0,44416.0,"Northern Ireland, United Kingdom",2404.389880952381,1.823567118321876
59,11-12-2020,United Kingdom,2020-11-13 05:25:30,-7.9467,-14.3559,2,0,2.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
60,11-12-2020,United Kingdom,2020-11-13 05:25:30,56.4907,-4.2026,77660,3188,0.0,74472.0,"Scotland, United Kingdom",1421.4851829480353,4.105073396858098
61,11-12-2020,United Kingdom,2020-11-13 05:25:30,21.69400000000001,-71.7979,716,6,695.0,15.0,"Turks and Caicos Islands, United Kingdom",1849.269073815796,0.8379888268156425
62,11-12-2020,United Kingdom,2020-11-13 05:25:30,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
63,11-12-2020,United Kingdom,2020-11-13 05:25:30,52.1307,-3.7837,63151,2142,0.0,61009.0,"Wales, United Kingdom",2012.07544765182,3.391870279172143
64,11-13-2020,United Kingdom,2020-11-14 05:25:37,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
65,11-13-2020,United Kingdom,2020-11-14 05:25:37,32.3078,-64.7505,222,9,189.0,24.0,"Bermuda, United Kingdom",356.4947890739165,4.0540540540540535
66,11-13-2020,United Kingdom,2020-11-14 05:25:37,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
67,11-13-2020,United Kingdom,2020-11-14 05:25:37,19.3133,-81.2546,253,1,236.0,16.0,"Cayman Islands, United Kingdom",384.96652465003035,0.3952569169960474
68,11-13-2020,United Kingdom,2020-11-14 05:25:37,49.3723,-2.3644,1003,48,813.0,142.0,"Channel Islands, United Kingdom",588.2732450043695,4.7856430707876365
69,11-13-2020,United Kingdom,2020-11-14 05:25:37,52.3555,-1.1743,1128683,45053,0.0,1083630.0,"England, United Kingdom",2016.3262899894958,3.991643357789565
70,11-13-2020,United Kingdom,2020-11-14 05:25:37,-51.7963,-59.5236,15,0,13.0,2.0,"Falkland Islands (Malvinas), United Kingdom",430.66322136089576,0.0
71,11-13-2020,United Kingdom,2020-11-14 05:25:37,36.1408,-5.3536,876,1,729.0,146.0,"Gibraltar, United Kingdom",2600.100917158885,0.1141552511415525
72,11-13-2020,United Kingdom,2020-11-14 05:25:37,54.2361,-4.5481,363,25,329.0,9.0,"Isle of Man, United Kingdom",426.89810894721984,6.887052341597795
73,11-13-2020,United Kingdom,2020-11-14 05:25:37,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
74,11-13-2020,United Kingdom,2020-11-14 05:25:37,54.7877,-6.4923,45848,836,0.0,45012.0,"Northern Ireland, United Kingdom",2436.649659863945,1.8234165067178505
75,11-13-2020,United Kingdom,2020-11-14 05:25:37,-7.9467,-14.3559,2,0,2.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
76,11-13-2020,United Kingdom,2020-11-14 05:25:37,56.4907,-4.2026,79017,3244,0.0,75773.0,"Scotland, United Kingdom",1446.3236505408813,4.105445663591379
77,11-13-2020,United Kingdom,2020-11-14 05:25:37,21.69400000000001,-71.7979,716,6,695.0,15.0,"Turks and Caicos Islands, United Kingdom",1849.269073815796,0.8379888268156425
78,11-13-2020,United Kingdom,2020-11-14 05:25:37,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
79,11-13-2020,United Kingdom,2020-11-14 05:25:37,52.1307,-3.7837,63948,2171,0.0,61777.0,"Wales, United Kingdom",2037.468935194036,3.3949458935385
80,11-14-2020,United Kingdom,2020-11-15 05:26:53,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
81,11-14-2020,United Kingdom,2020-11-15 05:26:53,32.3078,-64.7505,222,9,189.0,24.0,"Bermuda, United Kingdom",356.4947890739165,4.0540540540540535
82,11-14-2020,United Kingdom,2020-11-15 05:26:53,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
83,11-14-2020,United Kingdom,2020-11-15 05:26:53,19.3133,-81.2546,254,1,240.0,13.0,"Cayman Islands, United Kingdom",386.488131466829,0.3937007874015748
84,11-14-2020,United Kingdom,2020-11-15 05:26:53,49.3723,-2.3644,1003,48,815.0,140.0,"Channel Islands, United Kingdom",588.2732450043695,4.7856430707876365
85,11-14-2020,United Kingdom,2020-11-15 05:26:53,52.3555,-1.1743,1152981,45449,0.0,1107532.0,"England, United Kingdom",2059.7332485369047,3.941868946669546
86,11-14-2020,United Kingdom,2020-11-15 05:26:53,-51.7963,-59.5236,15,0,13.0,2.0,"Falkland Islands (Malvinas), United Kingdom",430.66322136089576,0.0
87,11-14-2020,United Kingdom,2020-11-15 05:26:53,36.1408,-5.3536,887,1,742.0,144.0,"Gibraltar, United Kingdom",2632.750586209967,0.11273957158962795
88,11-14-2020,United Kingdom,2020-11-15 05:26:53,54.2361,-4.5481,363,25,329.0,9.0,"Isle of Man, United Kingdom",426.89810894721984,6.887052341597795
89,11-14-2020,United Kingdom,2020-11-15 05:26:53,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
90,11-14-2020,United Kingdom,2020-11-15 05:26:53,54.7877,-6.4923,46359,846,0.0,45513.0,"Northern Ireland, United Kingdom",2463.807397959184,1.82488837119006
91,11-14-2020,United Kingdom,2020-11-15 05:26:53,-7.9467,-14.3559,2,0,2.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
92,11-14-2020,United Kingdom,2020-11-15 05:26:53,56.4907,-4.2026,80135,3280,0.0,76855.0,"Scotland, United Kingdom",1466.7874727728665,4.093092905721595
93,11-14-2020,United Kingdom,2020-11-15 05:26:53,21.69400000000001,-71.7979,720,6,695.0,19.0,"Turks and Caicos Islands, United Kingdom",1859.6001859600185,0.8333333333333334
94,11-14-2020,United Kingdom,2020-11-15 05:26:53,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
95,11-14-2020,United Kingdom,2020-11-15 05:26:53,52.1307,-3.7837,64881,2191,0.0,62690.0,"Wales, United Kingdom",2067.1955649015486,3.3769516499437437
96,11-15-2020,United Kingdom,2020-11-16 05:25:57,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
97,11-15-2020,United Kingdom,2020-11-16 05:25:57,32.3078,-64.7505,222,9,189.0,24.0,"Bermuda, United Kingdom",356.4947890739165,4.0540540540540535
98,11-15-2020,United Kingdom,2020-11-16 05:25:57,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
99,11-15-2020,United Kingdom,2020-11-16 05:25:57,19.3133,-81.2546,254,1,240.0,13.0,"Cayman Islands, United Kingdom",386.488131466829,0.3937007874015748
100,11-15-2020,United Kingdom,2020-11-16 05:25:57,49.3723,-2.3644,1003,48,816.0,139.0,"Channel Islands, United Kingdom",588.2732450043695,4.7856430707876365
101,11-15-2020,United Kingdom,2020-11-16 05:25:57,52.3555,-1.1743,1174979,45592,0.0,1129387.0,"England, United Kingdom",2099.031391352193,3.8802395617283367
102,11-15-2020,United Kingdom,2020-11-16 05:25:57,-51.7963,-59.5236,15,0,13.0,2.0,"Falkland Islands (Malvinas), United Kingdom",430.66322136089576,0.0
103,11-15-2020,United Kingdom,2020-11-16 05:25:57,36.1408,-5.3536,902,1,754.0,147.0,"Gibraltar, United Kingdom",2677.272862188715,0.11086474501108648
104,11-15-2020,United Kingdom,2020-11-16 05:25:57,54.2361,-4.5481,363,25,329.0,9.0,"Isle of Man, United Kingdom",426.89810894721984,6.887052341597795
105,11-15-2020,United Kingdom,2020-11-16 05:25:57,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
106,11-15-2020,United Kingdom,2020-11-16 05:25:57,54.7877,-6.4923,46831,855,0.0,45976.0,"Northern Ireland, United Kingdom",2488.892431972789,1.825713736627448
107,11-15-2020,United Kingdom,2020-11-16 05:25:57,-7.9467,-14.3559,2,0,2.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
108,11-15-2020,United Kingdom,2020-11-16 05:25:57,56.4907,-4.2026,81294,3280,0.0,78014.0,"Scotland, United Kingdom",1488.0017571797266,4.034738111053707
109,11-15-2020,United Kingdom,2020-11-16 05:25:57,21.69400000000001,-71.7979,720,6,695.0,19.0,"Turks and Caicos Islands, United Kingdom",1859.6001859600185,0.8333333333333334
110,11-15-2020,United Kingdom,2020-11-16 05:25:57,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
111,11-15-2020,United Kingdom,2020-11-16 05:25:57,52.1307,-3.7837,66214,2207,0.0,64007.0,"Wales, United Kingdom",2109.6667303893455,3.3331319660494763
112,11-16-2020,United Kingdom,2020-11-17 05:25:54,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
113,11-16-2020,United Kingdom,2020-11-17 05:25:54,32.3078,-64.7505,223,9,189.0,25.0,"Bermuda, United Kingdom",358.1006214571323,4.035874439461884
114,11-16-2020,United Kingdom,2020-11-17 05:25:54,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
115,11-16-2020,United Kingdom,2020-11-17 05:25:54,19.3133,-81.2546,257,2,240.0,15.0,"Cayman Islands, United Kingdom",391.05295191722456,0.7782101167315175
116,11-16-2020,United Kingdom,2020-11-17 05:25:54,49.3723,-2.3644,1046,48,816.0,182.0,"Channel Islands, United Kingdom",613.4933342717552,4.588910133843212
117,11-16-2020,United Kingdom,2020-11-17 05:25:54,52.3555,-1.1743,1194402,45783,0.0,1148619.0,"England, United Kingdom",2133.7294469891312,3.833131558721436
118,11-16-2020,United Kingdom,2020-11-17 05:25:54,-51.7963,-59.5236,15,0,13.0,2.0,"Falkland Islands (Malvinas), United Kingdom",430.66322136089576,0.0
119,11-16-2020,United Kingdom,2020-11-17 05:25:54,36.1408,-5.3536,907,1,768.0,138.0,"Gibraltar, United Kingdom",2692.1136208482976,0.11025358324145534
120,11-16-2020,United Kingdom,2020-11-17 05:25:54,54.2361,-4.5481,363,25,329.0,9.0,"Isle of Man, United Kingdom",426.89810894721984,6.887052341597795
121,11-16-2020,United Kingdom,2020-11-17 05:25:54,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
122,11-16-2020,United Kingdom,2020-11-17 05:25:54,54.7877,-6.4923,47162,869,0.0,46293.0,"Northern Ireland, United Kingdom",2506.483843537415,1.8425851320978757
123,11-16-2020,United Kingdom,2020-11-17 05:25:54,-7.9467,-14.3559,3,0,2.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
124,11-16-2020,United Kingdom,2020-11-17 05:25:54,56.4907,-4.2026,82011,3286,0.0,78725.0,"Scotland, United Kingdom",1501.1256932623141,4.006779578349247
125,11-16-2020,United Kingdom,2020-11-17 05:25:54,21.69400000000001,-71.7979,720,6,695.0,19.0,"Turks and Caicos Islands, United Kingdom",1859.6001859600185,0.8333333333333334
126,11-16-2020,United Kingdom,2020-11-17 05:25:54,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
127,11-16-2020,United Kingdom,2020-11-17 05:25:54,52.1307,-3.7837,67106,2209,0.0,64897.0,"Wales, United Kingdom",2138.0870451793794,3.291806991923226
128,11-17-2020,United Kingdom,2020-11-18 05:40:31,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
129,11-17-2020,United Kingdom,2020-11-18 05:40:31,32.3078,-64.7505,223,9,189.0,25.0,"Bermuda, United Kingdom",358.1006214571323,4.035874439461884
130,11-17-2020,United Kingdom,2020-11-18 05:40:31,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
131,11-17-2020,United Kingdom,2020-11-18 05:40:31,19.3133,-81.2546,257,2,241.0,14.0,"Cayman Islands, United Kingdom",391.05295191722456,0.7782101167315175
132,11-17-2020,United Kingdom,2020-11-18 05:40:31,49.3723,-2.3644,1046,48,818.0,180.0,"Channel Islands, United Kingdom",613.4933342717552,4.588910133843212
133,11-17-2020,United Kingdom,2020-11-18 05:40:31,52.3555,-1.1743,1211951,46301,0.0,1165650.0,"England, United Kingdom",2165.079711025204,3.8203689753133583
134,11-17-2020,United Kingdom,2020-11-18 05:40:31,-51.7963,-59.5236,15,0,13.0,2.0,"Falkland Islands (Malvinas), United Kingdom",430.66322136089576,0.0
135,11-17-2020,United Kingdom,2020-11-18 05:40:31,36.1408,-5.3536,915,2,775.0,138.0,"Gibraltar, United Kingdom",2715.8588347036302,0.2185792349726776
136,11-17-2020,United Kingdom,2020-11-18 05:40:31,54.2361,-4.5481,364,25,332.0,7.0,"Isle of Man, United Kingdom",428.0741367955593,6.868131868131868
137,11-17-2020,United Kingdom,2020-11-18 05:40:31,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
138,11-17-2020,United Kingdom,2020-11-18 05:40:31,54.7877,-6.4923,47711,878,0.0,46833.0,"Northern Ireland, United Kingdom",2535.6611394557817,1.84024648403932
139,11-17-2020,United Kingdom,2020-11-18 05:40:31,-7.9467,-14.3559,3,0,2.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
140,11-17-2020,United Kingdom,2020-11-18 05:40:31,56.4907,-4.2026,83259,3323,0.0,79936.0,"Scotland, United Kingdom",1523.9690297073196,3.9911601148224216
141,11-17-2020,United Kingdom,2020-11-18 05:40:31,21.69400000000001,-71.7979,720,6,695.0,19.0,"Turks and Caicos Islands, United Kingdom",1859.6001859600185,0.8333333333333334
142,11-17-2020,United Kingdom,2020-11-18 05:40:31,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
143,11-17-2020,United Kingdom,2020-11-18 05:40:31,52.1307,-3.7837,67811,2243,0.0,65568.0,"Wales, United Kingdom",2160.5492894921304,3.307722935806875
144,11-18-2020,United Kingdom,2020-11-19 05:25:23,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
145,11-18-2020,United Kingdom,2020-11-19 05:25:23,32.3078,-64.7505,224,9,196.0,19.0,"Bermuda, United Kingdom",359.7064538403482,4.017857142857143
146,11-18-2020,United Kingdom,2020-11-19 05:25:23,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
147,11-18-2020,United Kingdom,2020-11-19 05:25:23,19.3133,-81.2546,258,2,243.0,13.0,"Cayman Islands, United Kingdom",392.5745587340231,0.7751937984496124
148,11-18-2020,United Kingdom,2020-11-19 05:25:23,49.3723,-2.3644,1068,48,852.0,168.0,"Channel Islands, United Kingdom",626.3966357573945,4.49438202247191
149,11-18-2020,United Kingdom,2020-11-19 05:25:23,52.3555,-1.1743,1229140,46724,0.0,1182416.0,"England, United Kingdom",2195.786856077117,3.8013570463901587
150,11-18-2020,United Kingdom,2020-11-19 05:25:23,-51.7963,-59.5236,16,0,13.0,3.0,"Falkland Islands (Malvinas), United Kingdom",459.37410278495554,0.0
151,11-18-2020,United Kingdom,2020-11-19 05:25:23,36.1408,-5.3536,926,2,790.0,134.0,"Gibraltar, United Kingdom",2748.508503754712,0.2159827213822894
152,11-18-2020,United Kingdom,2020-11-19 05:25:23,54.2361,-4.5481,364,25,332.0,7.0,"Isle of Man, United Kingdom",428.0741367955593,6.868131868131868
153,11-18-2020,United Kingdom,2020-11-19 05:25:23,16.742498,-62.187366000000004,13,1,12.0,0.0,"Montserrat, United Kingdom",260.05201040208044,7.6923076923076925
154,11-18-2020,United Kingdom,2020-11-19 05:25:23,54.7877,-6.4923,48229,889,0.0,47340.0,"Northern Ireland, United Kingdom",2563.190901360544,1.8432893072632648
155,11-18-2020,United Kingdom,2020-11-19 05:25:23,-7.9467,-14.3559,3,0,3.0,0.0,"Saint Helena, Ascension and Tristan da Cunha, United Kingdom",,
156,11-18-2020,United Kingdom,2020-11-19 05:25:23,56.4907,-4.2026,84523,3377,0.0,81146.0,"Scotland, United Kingdom",1547.105229440082,3.995362209102848
157,11-18-2020,United Kingdom,2020-11-19 05:25:23,21.69400000000001,-71.7979,720,6,695.0,19.0,"Turks and Caicos Islands, United Kingdom",1859.6001859600185,0.8333333333333334
158,11-18-2020,United Kingdom,2020-11-19 05:25:23,,,0,0,0.0,0.0,"Unknown, United Kingdom",,
159,11-18-2020,United Kingdom,2020-11-19 05:25:23,52.1307,-3.7837,68449,2284,0.0,66165.0,"Wales, United Kingdom",2180.876824061684,3.3367908954111822
160,11-19-2020,United Kingdom,2020-11-20 05:26:28,18.2206,-63.0686,3,0,3.0,0.0,"Anguilla, United Kingdom",19.99733368884149,0.0
161,11-19-2020,United Kingdom,2020-11-20 05:26:28,32.3078,-64.7505,226,9,200.0,17.0,"Bermuda, United Kingdom",362.9181186067798,3.9823008849557517
162,11-19-2020,United Kingdom,2020-11-20 05:26:28,18.4207,-64.64,71,1,70.0,0.0,"British Virgin Islands, United Kingdom",234.8116545953633,1.4084507042253518
163,11-19-2020,United Kingdom,2020-11-20 05:26:28,19.3133,-81.2546,258,2,243.0,13.0,"Cayman Islands, United Kingdom",392.5745587340231,0.7751937984496124
164,11-19-2020,United Kingdom,2020-11-20 05:26:28,49.3723,-2.3644,1079,48,869.0,162.0,"Channel Islands, United Kingdom",632.848286500214,4.448563484708064
165,11-19-2020,United Kingdom,2020-11-20 05:26:28,52.3555,-1.1743,1249431,47140,0.0,1202291.0,"England, United Kingdom",2232.0355430425243,3.772917432015053
166,11-19-2020,United Kingdom,2020-11-20 05:26:28,-51.7963,-59.5236,16,0,13.0,3.0,"Falkland Islands (Malvinas), United Kingdom",459.37410278495554,0.0
